"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2023","23,730.0","23,745.0","23,746.5","23,693.5","","0.04%"
"08/07/2023","23,720.0","23,710.0","23,750.0","23,676.5","","-0.02%"
"08/04/2023","23,725.0","23,750.0","23,763.5","23,684.5","","-0.11%"
"08/03/2023","23,750.0","23,770.0","23,775.5","23,745.0","","0.06%"
"08/02/2023","23,735.0","23,692.5","23,751.5","23,670.0","","0.23%"
"08/01/2023","23,680.0","23,677.5","23,695.0","23,664.5","","0.00%"
"07/31/2023","23,680.0","23,682.5","23,691.5","23,670.0","","-0.02%"
"07/28/2023","23,685.0","23,661.5","23,698.5","23,661.5","","0.10%"
"07/27/2023","23,661.0","23,675.0","23,680.0","23,657.0","","-0.02%"
"07/26/2023","23,665.0","23,667.5","23,682.5","23,661.5","","0.04%"
"07/25/2023","23,655.0","23,677.5","23,723.5","23,654.5","","-0.04%"
"07/24/2023","23,665.0","23,665.0","23,676.5","23,645.5","","0.04%"
"07/21/2023","23,656.0","23,665.0","23,670.0","23,636.5","","0.04%"
"07/20/2023","23,647.0","23,697.5","23,697.5","23,635.5","","0.07%"
"07/19/2023","23,630.0","23,642.5","23,654.5","23,630.0","","-0.02%"
"07/18/2023","23,635.0","23,635.0","23,650.5","23,625.0","","0.02%"
"07/17/2023","23,630.0","23,645.0","23,672.0","23,625.0","","0.00%"
"07/14/2023","23,630.0","23,660.0","23,665.0","23,627.5","","-0.15%"
"07/13/2023","23,665.0","23,630.0","23,677.5","23,625.0","","0.02%"
"07/12/2023","23,660.0","23,700.0","23,700.0","23,655.0","","-0.13%"
"07/11/2023","23,690.0","23,635.0","23,715.0","23,628.5","","0.21%"
"07/10/2023","23,640.0","23,630.0","23,672.5","23,603.0","","0.02%"
"07/07/2023","23,635.0","23,712.5","23,717.5","23,640.0","","-0.32%"
"07/06/2023","23,710.0","23,772.5","23,772.5","23,710.0","","-0.15%"
"07/05/2023","23,745.0","23,717.5","23,790.0","23,717.5","","0.19%"
"07/04/2023","23,700.0","23,690.0","23,710.0","23,655.0","","0.02%"
"07/03/2023","23,695.0","23,546.5","23,710.0","23,546.5","","0.51%"
"06/30/2023","23,575.0","23,585.0","23,596.5","23,530.0","","0.03%"
"06/29/2023","23,569.0","23,580.0","23,583.5","23,532.5","","0.06%"
"06/28/2023","23,555.0","23,537.5","23,562.5","23,526.5","","0.15%"
